query_case,rank,similar_case,score
judgement_Crl_P_L_A_868_2025,1,judgement_Crl_P_L_A_1408_2025,0.7818449139595032
judgement_Crl_P_L_A_868_2025,2,Copy of JUDG__92,0.641852617263794
judgement_Crl_P_L_A_868_2025,3,judgement_Crl_P_L_A_745_2025,0.6127498149871826
judgement_Crl_P_L_A_868_2025,4,judgement_Crl_P_L_A_585_2025,0.5757046937942505
judgement_Crl_P_L_A_868_2025,5,Copy of JUDG__13,0.565873384475708
judgement_Crl_P_L_A_960_2025,1,judgement_C_P_L_A_74_2025,0.6999212503433228
judgement_Crl_P_L_A_960_2025,2,judgement_J_P_286_2020,0.6782693862915039
judgement_Crl_P_L_A_960_2025,3,Copy of JUDG__91,0.6768131256103516
judgement_Crl_P_L_A_960_2025,4,judgement_J_P_541_2021,0.6735138893127441
judgement_Crl_P_L_A_960_2025,5,judgement_Crl_P_L_A_147-K_2025,0.6709104180335999
judgement_Crl_P_L_A_966_2018,1,judgement_J_P_554_2023,0.5523619651794434
judgement_Crl_P_L_A_966_2018,2,Copy of JUDG__4,0.5512790679931641
judgement_Crl_P_L_A_966_2018,3,Copy of JUDG__26,0.5447247624397278
judgement_Crl_P_L_A_966_2018,4,judgement_Crl_P_L_A_745_2025,0.5353223085403442
judgement_Crl_P_L_A_966_2018,5,Copy of JUDG__13,0.5302956700325012
judgement_J_P_252_2020,1,Copy of JUDG__17,0.5786279439926147
judgement_J_P_252_2020,2,Copy of JUDG__22,0.5746299624443054
judgement_J_P_252_2020,3,Copy of JUDG__93,0.564305305480957
judgement_J_P_252_2020,4,judgement_Crl_A_351_2023,0.5578068494796753
judgement_J_P_252_2020,5,Copy of JUDG__68,0.5430024862289429
judgement_J_P_276_2019,1,Copy of JUDG__79,0.7038345336914062
judgement_J_P_276_2019,2,Copy of JUDG__58,0.6377689838409424
judgement_J_P_276_2019,3,Copy of JUDG__12,0.6321678757667542
judgement_J_P_276_2019,4,Copy of JUDG__75,0.6288669109344482
judgement_J_P_276_2019,5,judgement_Crl_A_343_2023,0.6047279834747314
judgement_J_P_286_2020,1,judgement_J_P_541_2021,0.7058070302009583
judgement_J_P_286_2020,2,judgement_Crl_P_L_A_1144_2025,0.7043061852455139
judgement_J_P_286_2020,3,judgement_Crl_P_L_A_960_2025,0.6782693862915039
judgement_J_P_286_2020,4,judgement_J_P_559_2017,0.6486846208572388
judgement_J_P_286_2020,5,judgement_Crl_P_L_A_219-P_2023,0.6462206840515137
judgement_J_P_375_2023,1,judgement_J_P_559_2017,0.6698483824729919
judgement_J_P_375_2023,2,judgement_Crl_P_L_A_960_2025,0.651684582233429
judgement_J_P_375_2023,3,Copy of JUDG__91,0.6303917765617371
judgement_J_P_375_2023,4,judgement_J_P_554_2023,0.628848671913147
judgement_J_P_375_2023,5,judgement_Crl_P_L_A_1144_2025,0.6272727251052856
judgement_J_P_541_2021,1,judgement_Crl_P_L_A_1144_2025,0.7433145046234131
judgement_J_P_541_2021,2,judgement_J_P_559_2017,0.7102822661399841
judgement_J_P_541_2021,3,Copy of JUDG__85,0.706821084022522
judgement_J_P_541_2021,4,judgement_J_P_286_2020,0.7058070302009583
judgement_J_P_541_2021,5,judgement_Crl_P_L_A_960_2025,0.6735138893127441
judgement_J_P_554_2023,1,Copy of JUDG__58,0.6489924192428589
judgement_J_P_554_2023,2,Copy of JUDG__79,0.6399006843566895
judgement_J_P_554_2023,3,judgement_Crl_P_L_A_745_2025,0.6393756866455078
judgement_J_P_554_2023,4,judgement_J_P_375_2023,0.628848671913147
judgement_J_P_554_2023,5,Copy of JUDG__9,0.6226811408996582
judgement_J_P_559_2017,1,judgement_J_P_541_2021,0.7102822661399841
judgement_J_P_559_2017,2,judgement_J_P_375_2023,0.6698483824729919
judgement_J_P_559_2017,3,judgement_Crl_P_L_A_1184_2025,0.6632683873176575
judgement_J_P_559_2017,4,judgement_C_A_1388_2017,0.6614483594894409
judgement_J_P_559_2017,5,Copy of JUDG__85,0.6605000495910645
judgement_J_P_611_2022,1,judgement_C_P_L_A_110_2023,0.616582989692688
judgement_J_P_611_2022,2,Copy of JUDG__104,0.5607802867889404
judgement_J_P_611_2022,3,Copy of JUDG__59,0.5573629140853882
judgement_J_P_611_2022,4,Copy of JUDG__85,0.5545080900192261
judgement_J_P_611_2022,5,judgement_Crl_P_L_A_39-K_2025,0.5456010699272156
judgement_J_P_614_2021,1,Copy of JUDG__4,0.6293988227844238
judgement_J_P_614_2021,2,judgement_Crl_P_L_A_1033_2025,0.6257572174072266
judgement_J_P_614_2021,3,Copy of JUDG__18,0.6248871088027954
judgement_J_P_614_2021,4,judgement_Crl_P_L_A_1144_2025,0.6176788806915283
judgement_J_P_614_2021,5,judgement_Crl_P_L_A_147-K_2025,0.6168448328971863
